Id_wisata,Nama Wisata,Deskripsi,Jenis Wisata,Lokasi,Ratings,TAG,Harga Tiket,Images
244,Bumi Sempaja Waterpark,"Bumi Sempaja Waterpark merupakan salah satu wisata air yang terletak di Samarinda. Seperti waterpark pada umumnya, Bumi Sempaja Waterpark juga menyediakan wahana air yang menyenangkan dan mengasyikkan. Didukung dengan harga tiket masuk bumi sempaja waterpark yang murah.",Wisata Buatan,Kota Samarinda,3.8,Kolam Renang,35000,Bumi Sempaja Waterpark.png
245,Taman Venus,"Taman satu ini tak hanya untuk rekreasi. Karena juga menawarkan aktivitas edukasi untuk si kecil. Anak anak bisa bermain dengan bebas, terdapat area outbound untuk melatih ketangkasan. Anda tak perlu khawatir si kecil akan kotor, karena areanya dilengkapi dengan rumput sintetis yang bersih.",Wisata Kuliner,Kabupaten Kutai Timur,4.4,Taman,Gratis,Taman Venus.png
246,Taman Bukit Pandang Indah,"Kehadiran Menara Bukit Pandanglah yang menjadi daya tarik uTamanya. Pengunjung bisa naik ke atas untuk menikmati pemandangan dari atas ketinggian yang sangat cantik.
Dari atas ketinggian, pengunjung akan dimanjakan dengan panorama hamparan lautan juga kawasan perumahan penduduk. Lokasinya tak jauh dari pusat kota, membuat pengunjungnya tak pernah sepi.",Wisata Kuliner,Kabupaten Kutai Timur,4.4,Taman,Gratis,Taman Bukit Pandang Indah.png
247,Tanjung Bara Aquatic,Pantai Tanjung Bara juga dikenal dengan nama Pantai Aquatic merupakan kawasan Pantai yang terletak di dalam wilayah PT KPC. Pantai Tanjung Bara memberikan panorama pemandangan langusung ke laut Makassar. Tak hanya itu Pantai tanjung bara juga meruapakan kawasan Pantai yang masih sangat sejuk karena dikelilingi oleh hutan bakau.,Wisata Bahari,Kabupaten Kutai Timur,4.3,Pantai,10000,Tanjung Bara Aquatic.png
248,Wisata Alam Prevab TNKutai,"Objek wisata yang lokasinya cukup tersembunyi ini merupakan habitat orangutan sub spesies morio (Pongo pygmaeusmorio) yang hanya dijumpai di Kalimantan bagian timur. Orangutan morio memiliki bulu berwarna coklat kehiTaman dengan rahang paling besar dan otak paling kecil. Orangutan ini mampu bertahan pada kondisi yang ekstrem, seperti kemarau yang panjang, pakan yang terbatas dan pergerakan yang kurang. Keberadaan orangutan liar di habitat aslinya ini telah menarik minat banyak wisatawan untuk mengunjungi kawasan ini, khususnya wisatawan mancanegara.",Wisata Alam,Kabupaten Kutai Timur,4.6,Kebun binatang,Gratis,Prevab TNKutai.png
249,Pantai Kenyamukan,"Pantai Kenyamukan ini sendiri merupakan Pantai yang memiliki garis Pantai yang tidak terlalu panjang, hanya sekitar 50 meter secara keseluruhan. Jam operasional dari Pantai Kenyamukan ini adalah mulai dari 07.00 hingga pukul 22.00 dan hingga saat ini belum memperbolehkan adanya camp di daerah tersebut. ",Wisata Bahari,Kabupaten Kutai Timur,4,Pantai,Gratis,Pantai Kenyamukan.png
250,Pantai Teluk Lombok,Pantai Teluk Lombok merupakan kawasan Pantai yang menyajikan pemandangan laut dan Pantai yang khas sebagai menu uTamanya. Lokasi Pantai ini juga tidaklah begitu jauh dari pusat perkotaan. Anda hanya perlu menempuh jarak kurang lebih 15 kilometer untuk menuju lokasi Pantai tersebut.,Wisata Bahari,Kabupaten Kutai Timur,4,Pantai,Gratis,Pantai Teluk Lombok.png
251,Pulau Miang,Pulau ini menyajikan pemandangan bawah laut yang sangat memanjakan mata dan membuat Anda akan sangat malas untuk naik ke daratan untuk beberapa saat. Pulau ini memiliki populasi kurang lebih 500 jiwa dan dapat diakses dengan waktu tempuh kurang lebih selama 45 menit hingga satu jam.,Wisata Bahari,Kabupaten Kutai Timur,4.2,Pantai,Gratis,Pulau Miang.png
252,Pantai Indah Teluk Kaba Kaltim Indonesia,Yang membuat Pantai ini menjadi salah satu Pantai yang cukup unik yang berada di Sangatta adalah karena Pantai ini dikelilingi oleh vegetasi bakau. Vegetasi bakau  tersebut juga merupakan vegetasi yang masih sangat alami sehingga kesan alam dari Pantai ini masih sangat terasa.,Wisata Bahari,Kabupaten Kutai Timur,4.2,Pantai,5000,Pantai Indah.png
253,Pemandian Air Panas Batu Lepoq,Sumber air panas ini banyak dijadikan tempat singgah untuk mereka yang sedang menuju ke Sangatta dari Berau. Anda bisa menikmati alam yang masih asri sembari merilekskan tubuh yang lelah. Sumber air panas ini merupakan sumber air panas alami.,Wisata Alam,Kabupaten Kutai Timur,4.1,Pemandian Air Panas,15000,Pemandian Air Panas Batu Lepoq.png
254,Bukit Kusnodo,"Ini salah satu titik tertinggi di kota bontang. Disini bisa melihat panorama yang kereeen sekali. Baik sunrise atau sunset, bisa dinikmati dari atas sini. Bisa juga untuk jogging track. Disarankan, jangan ke sini disaaat malam karena tidak ada penerangan.",Wisata Alam,Kabupaten Kutai Timur,4.4,Bukit,Gratis,Bukit Kusnodo.png
255,Tangga Bidadari,"Tangga Bidadari merupakan air terjun yang sangat indah di Selangkau. Dinamakan dengan Tangga Bidadari, karena air terjunnya berundak dengan air yang begitu jernih. Bebatuan karst yang menjadi pijakan dari aliran ini menambah keindahannya. Anda akan disajikan dengan alam yang masih asri dan tenang dengan pepohonan rimbun yang membuat udaranya sejuk.",Wisata Alam,Kabupaten Kutai Timur,4.3,Air Terjun,0,Tangga Bidadari.png
256,Pantai Pasir Putih Sangkima,"Pantai ini tidak kalah dengan destinasi wisata di kota lain. Banyak kearifan lokal yang menjadi daya jual. 
Selain pasir putihnya, disini juga ada bekantan, Mangrove, dan pohon pinus yang tertata rapi.",Wisata Bahari,Kabupaten Kutai Timur,4.2,Pantai,0,Pantai Pasir Putih Sangkima.png
257,Sekerat,"Ketika hendak mencari sumber mata air Sekerat ini, tidak hanya kejernian dari air gunung yang didapatkan, akan dijumpai juga pemandangan hutan yang masih asri dengan satwa-satwa yang masih alami di dalamnya. Pemandangan gunung terlihat di dalam hutan menuju sumber mata air ini juga akan memanjakan mata. Tentu saja air dari sumber mata air ini sangatlah segar jika diminum.",Wisata Bahari,Kabupaten Kutai Timur,4.1,Pemandangan Alam,Gratis,Sekerat.png
258,Museum Mulawarman Tenggarong,"Museum Mulawarman adalah sebuah Museum di kota Tenggarong, Provinsi Kalimantan Timur, Indonesia. Museum ini merupakan bekas istana dari Kesultanan Kutai Kartanegara yang dibangun pada tahun 1936 dan diresmikan sebagai Museum Kutai pada tanggal 25 November 1971 oleh Gubernur Abdoel Wahab Sjahranie, lalu diserahterimakan kepada Departemen Pendidikan dan Kebudayaan tanggal 18 Februari 1976 dan berganti nama menjadi Museum Negeri Provinsi Kalimantan Timur ""Mulawarman"". Gedung utama Museum Mulawarman merupakan bekas istana Kutai Kertanegara yang dibangun oleh perusahaan beton Belanda bernama Hollandsche Beton Maatschappij dengan gaya arsitektur Eropa Klasik. Sehubungan dengan dihapuskannya Kesultanan Kutai pada 1960, istana Kutai diganti rugi oleh Pemerintah Daerah Tingkat I Kalimantan Timur kepada pemiliknya, yaitu mantan Sultan AJi Muhammad Parikesit dengan biaya Rp64 juta. Bahan bangunannya didominasi oleh beton mulai dari ruang bawah tanah, lantai, dinding, penyekat hingga atap. Di halaman depan Museum terdapat duplikat Patung Lembuswana yang merupakan lambang Kerajaan Kutai Kartanegara. Arsitektur dari Museum ini mengadopsi dari arsitektur tradisional Suku Dayak yang ada di Kutai.",Wisata Buatan,Kabupaten Kutai Kartanegara,4.4,Sejarah,15000,Museum Mulawarman Tenggarong.png
259,Taman Kota Raja Tenggarong,"Taman Kota Raja Tenggarong – Sebagai Kota Raja yang merupakan julukan untuk Kota Tenggarong, tentunya kota tersebut memiliki destinasi wisata yang menarik untuk Anda kunjungi seperti Ladang Budaya Tenggarong yang merupakan wisata populer di Kota tersebut, dan masih banyak lagi tempat – tempat menarik yang dapat Anda kunjungi ketika Anda sedang berada di tempat tersebut, mulai dari wisata kuliner hingga wisata alamnya. Tempat tersebut bernama Taman Kota Raja Tenggarong yaitu merupakan sebuah Taman Kota yang sangat unik dan menarik untuk Anda kunjungi bersama keluarga, teman maupun pasangan Anda. Tempat tersebut sangat ramai dikunjungi karena memiliki daya tarik tersendiri bagi setiap wisatawan yang berkunjung ke tempat tersebut. Tidak hanya itu saja Taman tersebut juga sangat instagramable, sehingga sangat cocok untuk Anda yang senang berfoto – foto di tempat tersebut.
",Wisata Buatan,Kabupaten Kutai Kartanegara,4.5,Taman,Gratis,Taman Kota Raja Tenggarong.png
260,Jembatan Repo - repo,"Jembatan Repo-Repo adalah jembatan khusus pejalan kaki yang membentang di atas Sungai Mahakam dan menghubungkan daratan kota Tenggarong dengan Pulau Kumala, Provinsi Kalimantan Timur. Jembatan ini resmi dibuka oleh Bupati Kutai Kartanegara Rita Widyasari pada tanggal 22 Maret 2016. Peresmian Jembatan Repo-Repo ditandai upacara tempong tawar oleh Sultan Kutai Aji Muhammad Salehuddin II serta pengguntingan pita oleh Bupati Kukar. Dalam bahasa Kutai, ""Repo-Repo"" berarti gembok. Di jembatan ini, orang boleh memasang repo-repo atau gembok bertuliskan nama di pagar jembatan sebagai kenang-kenangan ataupun simbol cinta.",Wisata Buatan,Kabupaten Kutai Kartanegara,4.3,Jembatan,Gratis,Jembatan Repo - Repo.png
261,Great Mosque of Sultan,masjid berusia satu abad ini menjadi rumah ibadah terbesar se-Kutai Kartanegara.  ,Wisata Religi,Kabupaten Kutai Kartanegara,4.7,Masjid,Gratis,Great Mosque of Sultan.png
262,Planetarium Jagad Raya - Rumah Alam,"Planetarium Jagad Raya, salah satu wisata edukasi di Tenggarong yang memungkinkan pengunjung untuk mengenal berbagai objek langit dan bumi.",Wisata Edukasi,Kabupaten Kutai Kartanegara,4.2,Planetarium,7500,Planetarium Jagad.png
263,Kedaton Kutai Kartanegara,"Kedaton Kutai Kartanegara adalah istana milik Sultan Kutai Kartanegara yang terletak di pusat kota Tenggarong, Kalimantan Timur, Indonesia.",Wisata Sejarah,Kabupaten Kutai Kartanegara,4.5,Sejarah,10000,Kedaton.png
264,Taman Ladaya Tenggarong,"Ladaya Tenggarong dikelola oleh Yayasan Lanjong dan di dalamnya dilengkapi berbagai wahana menarik mulai dari outbound, mini zoo alias kebun binatang mini, paintball, aula, hingga fasilitas penginapan yang dinamakan Rumah Odah Rehat (rumah kayu dengan atap menjuntai).",Wisata Buatan,Kabupaten Kutai Kartanegara,4.5,Taman,15000,Taman Ladaya Tenggarong.png
265,Jembatan Kutai Kartanegara,"Jembatan Kutai Kartanegara adalah jembatan yang melintas di atas sungai Mahakam dan merupakan jembatan pelengkung baja dengan bentang utama terpanjang di Indonesia. Panjang jembatan secara keseluruhan mencapai 710 meter, dengan jembatan pengganti berupa jembatan pelengkung rangka baja menerus dengan bentang utama menggunakan sistem penyangga kabel mencapai 270 meter, dan 2 bentang pendekat dengan bentang masing masing 100 meter.",Wisata Buatan,Kabupaten Kutai Kartanegara,4.6,Jembatan,Gratis,Jembatan Kutai Kartanegara.png
266,Waduk Panji Sukarame,"Waduk Panji Sukarame adalah waduk yang juga dijadikan tempat rekreasi yang terletak di Kelurahan Panji Sukarame, Tenggarong, Kutai Kartanegara dan merupakan Taman rekreasi yang sangat bagus untuk dinikmati dengan adanya Pemandangan Alam dan air waduk yang tenang. Luas lahan adalah ± 32 ha. Di sekeliling waduk banyak terdapat pondok-pondok untuk tempat beristirahat bagi para pengunjung. Di area waduk ada kafe atau warung untuk tempat makan dan minum serta panggung untuk tempat pertunjukan musik",Wisata Buatan,Kabupaten Kutai Kartanegara,4.2,Taman,10000,Waduk Panji.png
267,Ladang Budaya Tenggarong,"Ladang Budaya Tenggarong adalah salah satu destinasi wisata alam unik yang berada di Tenggarong, salah satu daerah dalam Kabupaten Kutai Kartanegara. Warga sekitar Kutai Kartanegara mengenal lokasi ini sebagai lokasi untuk melakukan outbond. Baik bersama keluarga atau bersama rekan satu kantor.",Wisata Buatan,Kabupaten Kutai Kartanegara,4.4,Taman,15000,Ladang Budaya Tenggarong.png
268,Creative Park Tenggarong," Meski belum rampung pengerjaannya, setiap sore hari Taman Creative Park Tenggarong Jl Achmad Mukhsin, terus dipadati warga bersama keluarga santai dan berfoto. Tak sedikit para orangtua mengabadikan gambar anak-anaknya dengan latar belakang Taman yang sangat menarik. Seperti tulisan Tenggarong dengan aneka warna warni dan mobil Volkswagen yang menabrak dinding tembok. Salah satu pengunjung Creative Park mengatakan Taman yang dibuat memang sangat bagus untuk difoto.",Wisata Buatan,Kabupaten Kutai Kartanegara,4.4,Taman,Gratis,Creative Park Tenggarong.png
269,Museum Kayu,"Museum Kayu Tuah Himba Untung Langgong ini memiliki beragam koleksi jenis kayu yang ada di Indonesia. Bahkan, seluruh arsitektur bangunan Museum terbuat dari kayu berkualitas terbaik yang membentuk rumah adat panggung khas Provinsi Kalimantan.",Wisata Buatan,Kabupaten Kutai Kartanegara,4.3,Museum,10000,Museum Kayu.png
270,Bukit Bangkirai,"Bukit Bangkirai merupakan sebuah kawasan wisata yang memiliki hutan tropis, dilengkapi dengan beberapa habitat hewan yang dilindungi.",Wisata Alam,Kabupaten Kutai Kartanegara,4.4,Bukit,30000,Bukit Bangkirai.png
271,Jam Bentong Tenggarong,Jam Bentong (dalam bahasa Kutai) atauJam Besarmerupakan Monumen petunjuk waktu yang menjadi ikon Kota Tenggarong dilengkapi Taman bunga yang rapih.,Wisata Buatan,Kabupaten Kutai Kartanegara,4.1,Ikon Kota,Gratis,Jam Bentong Tenggarong 1.png
272,Masjid Jami Aji Amir Hasanuddin,Masjid Jami' Adji Amir Hasanoeddin adalah sebuah masjid bersejarah yang hingga kini masih berdiri kokoh di Tenggarong,Wisata Religi,Kabupaten Kutai Kartanegara,4.7,Tempat Ibadah,Gratis,Masjid Jami Aji Amir Hasanuddin.png
273,Pantai Ambalat Samboja,kelurahan amborawang laut kecamatan samboja kabupaten kutai kartanegara,Wisata Bahari,Kabupaten Kutai Kartanegara,4.3,Pantai,25000,Pantai Ambalat Samboja.png
274,Bukit Biru,Puncak Bukit biru memang sudah sejak lama dikenal sebagai salah satu tujuan wisata alam terutama bagi kalangan muda. Banyak sekali wisatawan yang berdatangan untuk menikmati keindahan alam seperti hamparan persawahan luas yang terkadang diselimuti oleh awan.,Wisata Alam,Kabupaten Kutai Kartanegara,4.2,Pemandangan Alam,5000,Bukit Biru Tenggarong.png
275,Pantai Tanah Merah Tanjung Harapan,"Pantai Tanah Merah Samboja merupakan sebuah objek wisata favorit yang terletak di Provinsi Kalimantan Timur. Meskipun memiliki nama tanah merah, tetapi objek wisata ini memiliki pasir berwarna putih bersih. Pemandangan di objek wisata ini sangatlah indah dan menyejukkan mata. Terdapat banyak pohon cemara dan pohon bakau tumbuh di sepanjang pesisir Pantai.",Wisata Bahari,Kabupaten Kutai Kartanegara,4.3,Pantai,10000,Pantai Tanah Merah Tanjung Harapan.png
276,Bukit Batu Dinding,"Konon mengapa disebut dengan batu dinding, hal itu dikarenakan pada kondisinya yang bebatuan terjal di kanan dan kiri seperti dinding. Bahkan tidak sedikit yang menyebut destinasi wisata ini mirip dengan Tembok Cina yang berada di luar negeri itu.",Wisata Alam,Kabupaten Kutai Kartanegara,4.5,Pemandangan Alam,5000,Bukit Batu.png
277,Danau Semayang,"Wisata alam favorit ini juga dikenal karena lokasinya yang kaya akan ekologi ikan. Danau Semayang adalah rumah dari sejumlah jenis ikan seperti Jelawat, Lais, Haruan, Toman, Baung, hingga ikan Pesut yang hampir punah. Bagi Anda yang belum tahu, ikan pesut adalah jenis ikan lumba lumba air tawar yang disebut sebagai keajaiban evolusi. Pasalnya, Ikan ini adalah salah satu mamalia yang tertinggal dan hidup di air tawar.",Wisata Bahari,Kabupaten Kutai Kartanegara,4.9,Danau,Gratis,Danau Semayang.png
278,Wisata Tenggarong Kolam Naga,"Patung mitologi Kutai Kartanegara, Legenda Naga Erau dan Puteri Karang Melenu di Pulau Kumala, Tengarong, Kalimantan Timur",Wisata Buatan,Kabupaten Kutai Kartanegara,4.2,Pemandangan Alam,Gratis,Wisata Tenggarong Kolam Naga.png
279,Goa Batu Gelap,"Gua Batu Gelap dikenal sebagai destinasi di Kabupaten Kutai Kartabegara, Kalimantan Timur yang masih dipadati panorama menakjubkan. Konon wisata ini disebut dengan Erau Benua yang dipakai sebagai tempat persembahan setelah panen padi. Namun beberapa tahun kemudian gua eksotis ini sudah ditetapkan sebagai tempat pariwisata.",Wisata Alam,Kabupaten Kutai Kartanegara,4.3,Goa,Gratis,Goa Batu Gelap Tenggarong.png
280,Pantai Pelangi,"Pantai ini dikenal sebagai salah satu wisata alam favorit tujuan wisatawan karena panoramanya yang disuguhkan begitu mengagumkan. Pantai Pelangi ini memiliki hamparan pasir putih yang ditemani oleh deretan pepohonan cemara yang asri. Tak hanya itu, pemandangan laut lepasnya yang berwarna biru sangat menenangkan jiwa.",Wisata Bahari,Kabupaten Kutai Kartanegara,4.1,Pantai,30000,Pantai Pelangi.png
281,Samboja Lestari,"Samboja Lestari adalah pusat penyelamatan dan rehabilitasi orangutan Kalimantan, proyek restorasi hutan hujan tropis, suaka beruang madu, dan penginapan ramah lingkungan yang terletak di kota Samboja di Kalimantan Timur, Indonesia, yang dimiliki dan dioperasikan oleh Borneo Orangutan Survival Foundation.",Wisata Alam,Kabupaten Kutai Kartanegara,4.3,Kebun binantang,15000,Samboja Lestari.png
282,Air Terjun Kandua Raya,Air Terjun Kandua Raya biasa juga disebut dengan Air Terjun Kedang Ipil karena memang berada di Desa Kedang Ipil. Desa ini sendiri merupakan desa tertua yang ada di Kutai Kertanegara. Desa yang masih mempertahankan tradisi dari leluhur ini ternyata juga memiliki destinasi wisata alam yang masih terjaga baik sehingga memberikan keindahan alam yang mempesona di tengah hutan tropis.,Wisata Alam,Kabupaten Kutai Kartanegara,4.4,Air Terjun,3000,Air Terjun Kandua Raya.png
283,Wisata Puncak Bukit Biru,"Bukit Biru terletak di utara Tenggarong. Dari jauh, lokasinya pun bisa terlihat kasatmata. Selama ini kawasan tersebut identik dengan wisata alam yang memanjakan mata dan raga.",Wisata Alam,Kabupaten Kutai Kartanegara,4.5,Pemandangan Alam,10000,Puncak Bukit Biru.png
284,Taman Gubang Loa Ulung,"Taman Gubang juga menyajikan keindahan alam yang sangat menawan. Di sekitar danau buatan, terdapat banyak pepohonan yang rimbun sehingga akan memanjakan mata pengunjung. Kawasan sekitar yang masih alami juga membuat danau buatan ini menjadi tempat yang nyaman bagi pengunjung sehingga menarik banyak pengunjung yang datang.",Wisata Buatan,Kabupaten Kutai Kartanegara,4.5,Taman,5000,Taman Gubang Loa Ulung.png
285,Air Terjun Bukit Biru,Mengunjungi air terjun indah ini akan menjadi pengalaman baru tidak terlupakan. Pemandangan destinasi sangat indah dengan memadukan nuansa alam dan keindahan air terjun. Berada di sekitar destinasi akan memberi ketenangan tersendiri yang tidak bisa di dapatkan dari jenis wisata alam lain.,Wisata Alam,Kabupaten Kutai Kartanegara,4.2,Air Terjun,Gratis,Air Terjun Bukit Biru.png
286,Kembang Jaong,kita bisa menikmati indahnya spot foto maupun tempat-tempat edukasi disekitar area Kembang Jaong.,Wisata Edukasi,Kabupaten Kutai Kartanegara,4.1,Agrowisata,10000,Kembang Jaong .png
