Id_wisata,Nama Wisata,Deskripsi,Jenis Wisata,Lokasi,Ratings,TAG,Harga Tiket
258,Museum Mulawarman,"Museum Mulawarman adalah sebuah museum di kota Tenggarong, Provinsi Kalimantan Timur, Indonesia. Museum ini merupakan bekas istana dari Kesultanan Kutai Kartanegara yang dibangun pada tahun 1936 dan diresmikan sebagai Museum Kutai pada tanggal 25 November 1971 oleh Gubernur Abdoel Wahab Sjahranie, lalu diserahterimakan kepada Departemen Pendidikan dan Kebudayaan tanggal 18 Februari 1976 dan berganti nama menjadi Museum Negeri Provinsi Kalimantan Timur ""Mulawarman"". Gedung utama Museum Mulawarman merupakan bekas istana Kutai Kertanegara yang dibangun oleh perusahaan beton Belanda bernama Hollandsche Beton Maatschappij dengan gaya arsitektur Eropa Klasik. Sehubungan dengan dihapuskannya Kesultanan Kutai pada 1960, istana Kutai diganti rugi oleh Pemerintah Daerah Tingkat I Kalimantan Timur kepada pemiliknya, yaitu mantan Sultan AJi Muhammad Parikesit dengan biaya Rp64 juta. Bahan bangunannya didominasi oleh beton mulai dari ruang bawah tanah, lantai, dinding, penyekat hingga atap. Di halaman depan Museum terdapat duplikat Patung Lembuswana yang merupakan lambang Kerajaan Kutai Kartanegara. Arsitektur dari museum ini mengadopsi dari arsitektur tradisional Suku Dayak yang ada di Kutai.",WISATA BUATAN,Kabupaten Kutai Kartanegara,4.4,Sejarah,15000
259,Taman Kota Raja Tenggarong,"Taman Kota Raja Tenggarong – Sebagai Kota Raja yang merupakan julukan untuk Kota Tenggarong, tentunya kota tersebut memiliki destinasi wisata yang menarik untuk Anda kunjungi seperti Ladang Budaya Tenggarong yang merupakan wisata populer di Kota tersebut, dan masih banyak lagi tempat – tempat menarik yang dapat Anda kunjungi ketika Anda sedang berada di tempat tersebut, mulai dari wisata kuliner hingga wisata alamnya. Tempat tersebut bernama Taman Kota Raja Tenggarong yaitu merupakan sebuah Taman Kota yang sangat unik dan menarik untuk Anda kunjungi bersama keluarga, teman maupun pasangan Anda. Tempat tersebut sangat ramai dikunjungi karena memiliki daya tarik tersendiri bagi setiap wisatawan yang berkunjung ke tempat tersebut. Tidak hanya itu saja taman tersebut juga sangat instagramable, sehingga sangat cocok untuk Anda yang senang berfoto – foto di tempat tersebut.
",WISATA BUATAN,Kabupaten Kutai Kartanegara,4.5,Taman,Gratis
260,Jembatan Repo - repo,"Jembatan Repo-Repo adalah jembatan khusus pejalan kaki yang membentang di atas Sungai Mahakam dan menghubungkan daratan kota Tenggarong dengan Pulau Kumala, Provinsi Kalimantan Timur. Jembatan ini resmi dibuka oleh Bupati Kutai Kartanegara Rita Widyasari pada tanggal 22 Maret 2016. Peresmian Jembatan Repo-Repo ditandai upacara tempong tawar oleh Sultan Kutai Aji Muhammad Salehuddin II serta pengguntingan pita oleh Bupati Kukar. Dalam bahasa Kutai, ""Repo-Repo"" berarti gembok. Di jembatan ini, orang boleh memasang repo-repo atau gembok bertuliskan nama di pagar jembatan sebagai kenang-kenangan ataupun simbol cinta.",WISATA BUATAN,Kabupaten Kutai Kartanegara,4.3,Jembatan,Gratis
261,Great Mosque of Sultan,masjid berusia satu abad ini menjadi rumah ibadah terbesar se-Kutai Kartanegara.  ,WISATA RELIGI,Kabupaten Kutai Kartanegara,4.7,Masjid,Gratis
262,Planetarium Jagad Raya - Rumah Alam,"Planetarium Jagad Raya, salah satu wisata edukasi di Tenggarong yang memungkinkan pengunjung untuk mengenal berbagai objek langit dan bumi.",WISATA EDUKASI,Kabupaten Kutai Kartanegara,4.2,Planetarium,7500
263,Kedaton Kutai Kartanegara,"Kedaton Kutai Kartanegara adalah istana milik Sultan Kutai Kartanegara yang terletak di pusat kota Tenggarong, Kalimantan Timur, Indonesia.",WISATA SEJARAH,Kabupaten Kutai Kartanegara,4.5,Sejarah,10000
264,Taman Ladaya Tenggarong,"Ladaya Tenggarong dikelola oleh Yayasan Lanjong dan di dalamnya dilengkapi berbagai wahana menarik mulai dari outbound, mini zoo alias kebun binatang mini, paintball, aula, hingga fasilitas penginapan yang dinamakan Rumah Odah Rehat (rumah kayu dengan atap menjuntai).",WISATA BUATAN,Kabupaten Kutai Kartanegara,4.5,Taman,15000
265,Jembatan Kutai Kartanegara,"Jembatan Kutai Kartanegara adalah jembatan yang melintas di atas sungai Mahakam dan merupakan jembatan pelengkung baja dengan bentang utama terpanjang di Indonesia. Panjang jembatan secara keseluruhan mencapai 710 meter, dengan jembatan pengganti berupa jembatan pelengkung rangka baja menerus dengan bentang utama menggunakan sistem penyangga kabel mencapai 270 meter, dan 2 bentang pendekat dengan bentang masing masing 100 meter.",WISATA BUATAN,Kabupaten Kutai Kartanegara,4.6,Jembatan,Gratis
266,Waduk Panji Sukarame,"Waduk Panji Sukarame adalah waduk yang juga dijadikan tempat rekreasi yang terletak di Kelurahan Panji Sukarame, Tenggarong, Kutai Kartanegara dan merupakan taman rekreasi yang sangat bagus untuk dinikmati dengan adanya pemandangan alam dan air waduk yang tenang. Luas lahan adalah ± 32 ha. Di sekeliling waduk banyak terdapat pondok-pondok untuk tempat beristirahat bagi para pengunjung. Di area waduk ada kafe atau warung untuk tempat makan dan minum serta panggung untuk tempat pertunjukan musik",WISATA BUATAN,Kabupaten Kutai Kartanegara,4.2,Taman,10000
267,Ladang Budaya Tenggarong,"Ladang Budaya Tenggarong adalah salah satu destinasi wisata alam unik yang berada di Tenggarong, salah satu daerah dalam Kabupaten Kutai Kartanegara. Warga sekitar Kutai Kartanegara mengenal lokasi ini sebagai lokasi untuk melakukan outbond. Baik bersama keluarga atau bersama rekan satu kantor.",WISATA BUATAN,Kabupaten Kutai Kartanegara,4.4,Taman,15000
268,Creative Park Tenggarong," Meski belum rampung pengerjaannya, setiap sore hari taman Creative Park Tenggarong Jl Achmad Mukhsin, terus dipadati warga bersama keluarga santai dan berfoto. Tak sedikit para orangtua mengabadikan gambar anak-anaknya dengan latar belakang taman yang sangat menarik. Seperti tulisan Tenggarong dengan aneka warna warni dan mobil Volkswagen yang menabrak dinding tembok. Salah satu pengunjung Creative Park mengatakan taman yang dibuat memang sangat bagus untuk difoto.",WISATA BUATAN,Kabupaten Kutai Kartanegara,4.4,Taman,Gratis
269,Museum Kayu,"Museum Kayu Tuah Himba Untung Langgong ini memiliki beragam koleksi jenis kayu yang ada di Indonesia. Bahkan, seluruh arsitektur bangunan museum terbuat dari kayu berkualitas terbaik yang membentuk rumah adat panggung khas Provinsi Kalimantan.",WISATA BUATAN,Kabupaten Kutai Kartanegara,4.3,Museum,10000
270,Bukit Bangkirai,"Bukit Bangkirai merupakan sebuah kawasan wisata yang memiliki hutan tropis, dilengkapi dengan beberapa habitat hewan yang dilindungi.",WISATA ALAM,Kabupaten Kutai Kartanegara,4.4,Bukit,30000
271,Jam Bentong Tenggarong,Jam Bentong (dalam bahasa Kutai) atauJam Besarmerupakan monumen petunjuk waktu yang menjadi ikon Kota Tenggarong dilengkapi taman bunga yang rapih.,WISATA BUATAN,Kabupaten Kutai Kartanegara,4.1,Ikon Kota,Gratis
272,Masjid Jami Aji Amir Hasanuddin,Masjid Jami' Adji Amir Hasanoeddin adalah sebuah masjid bersejarah yang hingga kini masih berdiri kokoh di Tenggarong,WISATA RELIGI,Kabupaten Kutai Kartanegara,4.7,"Masjid, Tempat Ibadah",Gratis
273,Pantai Ambalat Samboja,kelurahan amborawang laut kecamatan samboja kabupaten kutai kartanegara,WISATA BAHARI,Kabupaten Kutai Kartanegara,4.3,Pantai,25000
274,Bukit Biru,Puncak Bukit biru memang sudah sejak lama dikenal sebagai salah satu tujuan wisata alam terutama bagi kalangan muda. Banyak sekali wisatawan yang berdatangan untuk menikmati keindahan alam seperti hamparan persawahan luas yang terkadang diselimuti oleh awan.,WISATA ALAM,Kabupaten Kutai Kartanegara,4.2,Pemandangan Alam,5000
275,Pantai Tanah Merah Tanjung Harapan,"Pantai Tanah Merah Samboja merupakan sebuah objek wisata favorit yang terletak di Provinsi Kalimantan Timur. Meskipun memiliki nama tanah merah, tetapi objek wisata ini memiliki pasir berwarna putih bersih. Pemandangan di objek wisata ini sangatlah indah dan menyejukkan mata. Terdapat banyak pohon cemara dan pohon bakau tumbuh di sepanjang pesisir pantai.",WISATA BAHARI,Kabupaten Kutai Kartanegara,4.3,Pantai,10000
276,Bukit Batu Dinding,"Konon mengapa disebut dengan batu dinding, hal itu dikarenakan pada kondisinya yang bebatuan terjal di kanan dan kiri seperti dinding. Bahkan tidak sedikit yang menyebut destinasi wisata ini mirip dengan Tembok Cina yang berada di luar negeri itu.",WISATA ALAM,Kabupaten Kutai Kartanegara,4.5,Pemandangan Alam,5000
277,Danau Semayang,"Wisata alam favorit ini juga dikenal karena lokasinya yang kaya akan ekologi ikan. Danau Semayang adalah rumah dari sejumlah jenis ikan seperti Jelawat, Lais, Haruan, Toman, Baung, hingga ikan Pesut yang hampir punah. Bagi Anda yang belum tahu, ikan pesut adalah jenis ikan lumba lumba air tawar yang disebut sebagai keajaiban evolusi. Pasalnya, Ikan ini adalah salah satu mamalia yang tertinggal dan hidup di air tawar.",WISATA BAHARI,Kabupaten Kutai Kartanegara,4.9,Danau,Gratis
278,Wisata Tenggarong Kolam Naga,"Patung mitologi Kutai Kartanegara, Legenda Naga Erau dan Puteri Karang Melenu di Pulau Kumala, Tengarong, Kalimantan Timur",WISATA BUATAN,Kabupaten Kutai Kartanegara,4.2,Pemandangan alam,Gratis
279,Goa Batu Gelap,"Gua Batu Gelap dikenal sebagai destinasi di Kabupaten Kutai Kartabegara, Kalimantan Timur yang masih dipadati panorama menakjubkan. Konon wisata ini disebut dengan Erau Benua yang dipakai sebagai tempat persembahan setelah panen padi. Namun beberapa tahun kemudian gua eksotis ini sudah ditetapkan sebagai tempat pariwisata.",WISATA ALAM,Kabupaten Kutai Kartanegara,4.3,Goa,Gratis
280,Pantai Pelangi,"Pantai ini dikenal sebagai salah satu wisata alam favorit tujuan wisatawan karena panoramanya yang disuguhkan begitu mengagumkan. Pantai Pelangi ini memiliki hamparan pasir putih yang ditemani oleh deretan pepohonan cemara yang asri. Tak hanya itu, pemandangan laut lepasnya yang berwarna biru sangat menenangkan jiwa.",WISATA BAHARI,Kabupaten Kutai Kartanegara,4.1,Pantai,30000
281,Samboja Lestari,"Samboja Lestari adalah pusat penyelamatan dan rehabilitasi orangutan Kalimantan, proyek restorasi hutan hujan tropis, suaka beruang madu, dan penginapan ramah lingkungan yang terletak di kota Samboja di Kalimantan Timur, Indonesia, yang dimiliki dan dioperasikan oleh Borneo Orangutan Survival Foundation.",WISATA ALAM,Kabupaten Kutai Kartanegara,4.3,Kebun binantang,15000
282,Air Terjun Kandua Raya,Air Terjun Kandua Raya biasa juga disebut dengan Air Terjun Kedang Ipil karena memang berada di Desa Kedang Ipil. Desa ini sendiri merupakan desa tertua yang ada di Kutai Kertanegara. Desa yang masih mempertahankan tradisi dari leluhur ini ternyata juga memiliki destinasi wisata alam yang masih terjaga baik sehingga memberikan keindahan alam yang mempesona di tengah hutan tropis.,WISATA ALAM,Kabupaten Kutai Kartanegara,4.4,Air Terjun,3000
283,Wisata Puncak Bukit Biru,"Bukit Biru terletak di utara Tenggarong. Dari jauh, lokasinya pun bisa terlihat kasatmata. Selama ini kawasan tersebut identik dengan wisata alam yang memanjakan mata dan raga.",WISATA ALAM,Kabupaten Kutai Kartanegara,4.5,Pemandangan Alam,10000
284,Taman Gubang Loa Ulung,"Taman Gubang juga menyajikan keindahan alam yang sangat menawan. Di sekitar danau buatan, terdapat banyak pepohonan yang rimbun sehingga akan memanjakan mata pengunjung. Kawasan sekitar yang masih alami juga membuat danau buatan ini menjadi tempat yang nyaman bagi pengunjung sehingga menarik banyak pengunjung yang datang.",WISATA BUATAN,Kabupaten Kutai Kartanegara,4.5,Taman,5000
285,Air Terjun Bukit Biru,Mengunjungi air terjun indah ini akan menjadi pengalaman baru tidak terlupakan. Pemandangan destinasi sangat indah dengan memadukan nuansa alam dan keindahan air terjun. Berada di sekitar destinasi akan memberi ketenangan tersendiri yang tidak bisa di dapatkan dari jenis wisata alam lain.,WISATA ALAM,Kabupaten Kutai Kartanegara,4.2,Air Terjun,Gratis
286,"Kembang Jaong ""Wisata Rekreasi dan Edukasi""",kita bisa menikmati indahnya spot foto maupun tempat-tempat edukasi disekitar area Kembang Jaong.,WISATA EDUKASI,Kabupaten Kutai Kartanegara,4.1,Agrowisata,10000
